제조사코드,제조사명,제조사 주소,홈페이지주소,등록일
1468,(주)카스컴,"충북 청주시 흥덕구 강내면 월곡길38, OK프라자 119호 ",,2022-12-01 오후 01:13:44
1469,(주)캐니콤코리아,"부산광역시 강서구 미음국제7로 86, 2층 ",www.canycom.kr/index.htm,2022-12-01 오후 01:13:44
1474,(주)캡스톤,광주 광주광역시 광산구 하남산단6번로34 ,https://capstone-korea.com/,2022-12-01 오후 01:13:46
1477,(주)케이보배,강원도 원주시 호저면 호저로 389,www.kbobe.co.kr/,2022-12-01 오후 01:13:46
1478,케이솔(주),경기도 화성시 봉담읍 건배길 49,ksol.co.kr/,2022-12-01 오후 01:13:46
1479,케이씨테크(주),충청북도 음성군 금왕읍 멍심이길 217-19 (도청리) ,,2022-12-01 오후 01:13:46
1480,KI테크,대구광역시 달서구 성서서로34길 33 (갈산동),ki-tech.kr/,2022-12-01 오후 01:13:46
1481,케이에스에프(주),충남 천안시 동남구 동면 충절로 2749,blog.daara.co.kr/company.html?cid=hjk7989,2022-12-01 오후 01:13:46
1482,케이와이비(주),"전남 영광군 영광읍 옥당로 308-17, 3층 ",,2022-12-01 오후 01:13:46
0002,A월드농기계농자재할인마트,경북 성주군 선남면 성주로 4054-4 ,https://awm.co.kr/,2022-12-01 오후 01:10:39
0003,C.H.S점파식파종기,"전남 목포시 평화로153번길 1, 304동 207호 ",,2022-12-01 오후 01:11:32
1484,케이원에스코(주),전북 전북 진안군 거북바위로3길 15-31 ,,2022-12-01 오후 01:13:46
1486,코리아냉동기상사,전북 전주시 완산구 메너머3길 17 ,,2022-12-01 오후 01:13:46
1487,코리아카본테크(주),대구광역시동구신덕로5길61 ,https://carbonheat.modoo.at/?link=4jrpuhic,2022-12-01 오후 01:13:46
1488,(주)코리아크린시스템,경기도 군포시 용호1로 4 (당동) 3층 총관리본부 ,www.kcs1424.co.kr/,2022-12-01 오후 01:13:46
1490,(주)코리아하이테크,전라남도 영광군 대마면 전기차1로 104 (송죽리),www.koreahitech.kr/,2022-12-01 오후 01:13:46
1491,코리아홀딩스,경기도 수원시 권선구 서수원로591번길 26,www.koreahs.kr/shop/,2022-12-01 오후 01:13:46
1492,코막중공업(주),"서울시 영등포구 여의대방로 68길15, 영창빌딩 203호",www.komac.co.kr,2022-12-01 오후 01:13:46
1493,코멕스전자(주),인천광역시 남동구 호구포로 120번길 16(106블럭 2롯트) 코멕스전자(주),www.komexelc.com/,2022-12-01 오후 01:13:46
1494,(주)코퍼스트,서울특별시 강남구 봉은사로16길 16 (역삼동) 301호,www.kofirst.com/,2022-12-01 오후 01:13:46
1495,(주)쿨테이너,"전라북도 익산시 황동면 도선길 67, (주)쿨테이너",www.cooltainer.co.kr/new/korean/cs.php?sMenu=main,2022-12-01 오후 01:13:46
1496,(주)큐라이트,서울특별시 금천구 가산디지털1로 128 에스티엑스브이타워 1510호,https://www.qlight.com/kr/,2022-12-01 오후 01:13:46
1497,(주)크린워터시스템,"대전광역시 대덕구 우암로 409 (비래동, 태화빌딩 5층)",https://www.cws153.com/42,2022-12-01 오후 01:13:46
1499,(주)크린텍,충북 진천군 덕산면 인석로 247-17 ,www.cleantek.kr/,2022-12-01 오후 01:13:46
1500,(주)크린피아,경기 성남시 중원구 순환로 187 (상대원동) 크린피아,https://clean.co.kr/,2022-12-01 오후 01:13:46
1501,(주)큰돌,경기 남양주시 진접읍 양진로 973-2 ,,2022-12-01 오후 01:13:46
1502,(주)클라크머터리얼핸들링아시아,경기 부천시 오정구 오정로 215 ,clarkhome.clarkmhc.co.kr/html/index.asp,2022-12-01 오후 01:13:46
1504,(주)클린텍,경기도 평택시 서탄면 사리길 212 (수월암리 130-1),www.clean-tech.kr/index.asp,2022-12-01 오후 01:13:46
1506,타임테크,대구 달성군 구지면 달성2차 서로 81-12 ,,2022-12-01 오후 01:13:46
1514,(주)탑플라이트,광주 북구 추암로 69 ,,2022-12-01 오후 01:13:46
1515,태경가스기술(주),울산광역시 남구 용연로 195번길 17,www.taekyunggnt.co.kr/pc/main,2022-12-01 오후 01:13:46
1516,(주)태경산업,경북 칠곡군 가산면 호국로 1278-14 ,,2022-12-01 오후 01:13:46
1518,태광공업사,대구 달서구 성서로9길 86 성서2차2지구 45B-3L (월암동),,2022-12-01 오후 01:13:46
1519,(주)태광공업,경상북도 칠곡군 왜관읍 공단로1길 33 (삼청리 1105번지),tk-am.com/,2022-12-01 오후 01:13:46
1520,태광교역,서울 강동구 올림픽로93길 32 ,,2022-12-01 오후 01:13:46
1523,(주)태광에코,대구광역시 달성군 화원읍 사문진로 356-13 ,www.taekwang77.com,2022-12-01 오후 01:13:46
1524,(주)태광이앤비,전북 완주군 상관면 춘향로 4176 ,,2022-12-01 오후 01:13:46
1525,(주)태광종합기계,경북 칠곡군 지천면 신동로2길 115 ,www.tkmach.co.kr/,2022-12-01 오후 01:13:46
1529,태림기계(유),전북 정읍시 태인면 정읍북로 1377 ,,2022-12-01 오후 01:13:46
1530,(주)태림이엔지,광주 광산구 평동산단2번로 25-2(용동) ,www.taelimeng.com,2022-12-01 오후 01:13:46
1533,태산기계공업(주),충북 옥천군 옥천읍 옥천동이로 387-66(구일농공단지) ,www.taesan21.com,2022-12-01 오후 01:13:46
1534,(주)태산에너지테크,인천광역시 서구 가현산로 46번안길 64 (대곡동) ,www.taesaneng.co.kr,2022-12-01 오후 01:13:46
1536,(주)태성공업,경기도 양주시 광적면 가납리 66-1 (그루고개로 188번길 7-85),www.taesungkorea.com,2022-12-01 오후 01:13:46
1541,태양기계,경상남도 김해시 한림면 병동산단로 74 ,www.tygg.co.kr/main/main.php,2022-12-01 오후 01:13:46
1542,태양농기계,전북 부안군 백산면 백산로 45 ,,2022-12-01 오후 01:13:46
1545,(유)태영이엔지,전북 익산시 춘포로 26(금강로) ,,2022-12-01 오후 01:13:46
1546,태영전열,경기도 부천시 수도로 88-29 (도당동 222-23),www.tyehc.co.kr/prod/,2022-12-01 오후 01:13:46
1548,태웅농기계,경상북도 영주시 이산면 한성로 33-28,,2022-12-01 오후 01:13:46
1549,태인기업,대구광역시 동구 공항로55길 25-5 (지저동),www.taein2012.co.kr/,2022-12-01 오후 01:13:46
1550,태일정밀,대구광역시 북구 3공단로 14길 8(노원동) ,taeilmc.com/kr/index.htm,2022-12-01 오후 01:13:46
1551,태진기계,충남 천안시 서북구 신당새터 1길22 ,,2022-12-01 오후 01:13:46
1554,태창농기계,충남 태안군 소원면 시목길 399,https://blog.naver.com/vogus76,2022-12-01 오후 01:13:46
1558,태홍직파기,전북 김제시 부량면 대평1길 199,taehong21.kr.ecplaza.net/,2022-12-01 오후 01:13:46
1559,태화,충북 청주시 서원구 남이면 연청로 1261 ,https://ys94411.wixsite.com/taehwa/home,2022-12-01 오후 01:13:46
1562,태화산업,대구광역시 북구 3공단로25길 15-3 (노원동3가),www.taehwaspray.com/main/index.html,2022-12-01 오후 01:13:46
1565,(주)테카본,인천 서구 백범로 910번길 66-4 ,,2022-12-01 오후 01:13:46
1567,토명산업,충북 청주시 흥덕구 옥산면 덕촌 미평길6-11 ,www.tomyung.com/,2022-12-01 오후 01:13:46
1568,(주)토야테크,경기도 화성시 남양읍 현대기아로 520-16,wwww.toyatech.co.kr/index.html,2022-12-01 오후 01:13:46
1569,토탈테크(주),"서울특별시 서초구 서초대로73길 40, 1211호(서초동 강남오피스텔)",www.totaltech.co.kr/,2022-12-01 오후 01:13:46
1571,투원텍(주),경기도 안산시 단원구 화정동 14 (너비울길 181),wonsimwon.com/,2022-12-01 오후 01:13:46
1574,(주)특수정밀,경기도 시흥시 수인로3108번길 31-4 ,www.tsjm.co.kr,2022-12-01 오후 01:13:46
1575,(주)티아스,경남 양산시 하북면 송골길 14-23 ,,2022-12-01 오후 01:13:46
1578,(주)티알에스,대구광역시 북구 칠성로동19길 2(칠성동2가),https://www.etrs.co.kr/,2022-12-01 오후 01:13:46
1579,티에마(주),경기 안성시 보개면 남사당로 278-1(B) ,www.tiema.co.kr/index.php,2022-12-01 오후 01:13:46
1580,티에스엠케이(주),"경기도 수원시 권선구 권선로 308-18, 502동 107호 ",www.mkboiler.com/index/index.php,2022-12-01 오후 01:13:46
1582,(주)파루,전남 순천시 서면 산단4길 12 ,www.paru.co.kr,2022-12-01 오후 01:13:46
1586,(주)파워레인,제주틀별자치도 제주시 청풍남 2길 19 (화북 1동),www.powerrain.kr,2022-12-01 오후 01:13:46
1588,(주)파이랜드,"부산광역시 동구 중앙대로 266(초량동), 부경빌딩 2층 ",www.ngmpai.co.kr/index.htm,2022-12-01 오후 01:13:46
1589,(주)GK파이아쿠아테크,대구 달서구 중흥로8길 57 1층,paiaqua.nasoft.kr/,2022-12-01 오후 01:13:46
1591,팜스틸(주),경기 안성시 공도읍 서동대로 4290-26 ,www.farmsteel.com,2022-12-01 오후 01:13:46
1594,(주)팩타운코리아,"경기도 부천시 오정구 석천로 397, 부천테크노파크 쌍용3차 101동 608호 ",www.agropack.co.kr,2022-12-01 오후 01:13:46
1596,(주)팬직,경기도 화성시 장안면 3.1 만세로 382-7 ,www.fanzic.com/,2022-12-01 오후 01:13:46
1598,(주)퍼펙트엘,경기 시흥시 금화로 202번길 40 (산현동),www.perfectel.co.kr/user/main/index.hpc,2022-12-01 오후 01:13:46
1600,평창산업,"강원도 평창군 진부면 진벌길 4-15, 평창산업 ",www.ppcc.co.kr/default/,2022-12-01 오후 01:13:46
1602,평화농기계,경북 성주군 성주읍 성산9길 87 ,,2022-12-01 오후 01:13:46
1606,(주)평화인더스트리,제주특별자치도 제주시 선반로8길 5(화북일동),phind.koreasme.com/,2022-12-01 오후 01:13:46
1607,(주)포더시스템,"인천 부평구 무네미로448번길 56, 한국폴리텍2 대학 하이테크관 301호 ",,2022-12-01 오후 01:13:46
0009,엠에스테크(주),서울 서초구 방배천로 2길 50(301호) ,www.poly-agron.com/ko/online01.html,2022-12-01 오후 01:13:14
0010,프라임공조,경기도 고양시 덕양구 토당동 836-12,www.eprime.kr/,2022-12-01 오후 01:13:26
0011,PSD중공업(주),대구 북구 침산로 67길 56(침산동) ,https://blog.yeogie.com/psdheavy/,2022-12-01 오후 01:13:26
0012,SB산업,충남 천안시 서북구 성환읍 와룡길5 ,www.sbind.kr/,2022-12-01 오후 01:13:26
0016,YJ시스템,경기도 안산시 단원구 별망로80번길 51 (성곡동) 시화공단4바507호,yj시스템.com/,2022-12-01 오후 01:13:26
0017,(주)가민무인기술,경기 김포시 월곶면 군하로 125-26 ,https://www.gamin.kr/,2022-12-01 오후 01:13:26
0022,가파(주)," 서울특별시 서초구 강남대로 27, aT센터 706호",gffa.co.kr/,2022-12-01 오후 01:13:26
0023,갑부상사,경기 화성시 팔탄면 시청로 1101 갑부상사,https://gabbumarket.modoo.at/,2022-12-01 오후 01:13:26
0024,(주)강농,충북 단양군 단성면 선암계곡로 1051 ,www.knong.kr,2022-12-01 오후 01:13:26
0025,강원농기계,강원도 횡성군 횡성읍 경강로 1608,www.xn--939a0mg9an0gt38a.kr/,2022-12-01 오후 01:13:26
0026,강진콘베어(주),전라남도 장흥군 장흥읍 사안리 82,kjconveyor.kr.ec21.com/,2022-12-01 오후 01:13:26
0029,거류기업,경북 경북 상주시 외답6길 33 ,kioritz.cafe24.com/,2022-12-01 오후 01:13:26
0030,건국건조기(주),광주 북구 효령신촌길 9번지 ,,2022-12-01 오후 01:13:26
0033,(주)건양에너지,제주 제주시 거로중길 57-12 ,www.geonyang.com,2022-12-01 오후 01:13:26
0034,건용엔지니어링,경기 파주시 방촌로396번길 66 ,,2022-12-01 오후 01:13:26
0038,경농기업,서울시 서초구 효령로 77길 28 동오빌딩,www.knco.co.kr/,2022-12-01 오후 01:13:26
0039,경농산업,경북 영천시 청통면 금송로 857-66 ,kn2100.com,2022-12-01 오후 01:13:26
0040,경농테크텍스,경북 경산시 자인면 한장군로 354-54 ,,2022-12-01 오후 01:13:26
0041,(주)경도건설기계,경북 문경시 산양면 경서로 559 ,,2022-12-01 오후 01:13:26
0042,(주)경동나비엔,서울 영등포구 국회대로 76길 22 신관 5층 ,,2022-12-01 오후 01:13:26
0043,(주)경동냉동산업,"경기 용인시 처인구 양지면 주북로5번길 124,에프동(성보테크타운) ",kdfreeze.co.kr/,2022-12-01 오후 01:13:26
0044,경동산업(주),경기 파주시 광탄면 혜음로 601번길 51 ,,2022-12-01 오후 01:13:26
0045,경부기계,광주 북구 버들로 54 (북동) ,www.keongbu.net,2022-12-01 오후 01:13:26
0046,경북산업,경북 안동시 남후면 농공길 52-9 ,kb-andong.com/,2022-12-01 오후 01:13:26
0047,(주)경북산업,경북 안동시 남후면 농공길52-9 ,kb-andong.com/,2022-12-01 오후 01:13:26
0048,(주)경서시스템,제주 서귀포시 일주서로 35 ,www.ks-system.kr/,2022-12-01 오후 01:13:26
0049,경성기계공업,경기도 파주시 조리읍 능안로 27-50,kyungsung.sendpage.co.kr/,2022-12-01 오후 01:13:26
0051,경안농기계,경북 안동시 남후면 큰광음길 79 ,www.ka1799.com/,2022-12-01 오후 01:13:26
0053,경인팩,경기 부천시 범안로178번길 18-10 ,www.kyunginpack.co.kr,2022-12-01 오후 01:13:26
0054,(주)경일,경기 안산시 단원구 산단로 35번길 198 ,www.kyungilco.com,2022-12-01 오후 01:13:26
0055,경종기계,경북 칠곡군 동명면 경북대로 881 ,xn--289aoa50in06d.kr/html/,2022-12-01 오후 01:13:26
0056,경창기계공업사,대구 달성군 옥포면 옥포로113길 5 ,,2022-12-01 오후 01:13:26
0057,계양전기(주),"서울 강남구 테헤란로 508, 해성2빌딩 2층 ",www.keyang.com,2022-12-01 오후 01:13:26
0058,계양종합상사,"충남 천안시 동남구 신촌로 24, 아동 2119호",,2022-12-01 오후 01:13:26
0060,(주)고려비앤씨,충남 천안시 서북구 직산읍 성진로 479 ,m.krbnc.co.kr/,2022-12-01 오후 01:13:26
0064,고산기계공업사,제주 제주시 한경면 고산서1길 9 ,,2022-12-01 오후 01:13:26
0065,고산농기계,제주 제주시 한경면 칠전로 25-6 ,,2022-12-01 오후 01:13:26
0067,(주)골드론,전남 장성군 해삼로 1134,www.goldrone.co.kr/index.php?cate=003003,2022-12-01 오후 01:13:26
0069,골리앗,경북 상주시 외답6길 33 ,xn--v69au8v.com/front/,2022-12-01 오후 01:13:26
0071,(주)공성,대구 달서구 호산로 47 ,www.kongsung.net/,2022-12-01 오후 01:13:26
0072,광명1급정밀,광주 광산구 손재로 376-7 ,blog.naver.com/hyunbonglee,2022-12-01 오후 01:13:26
0074,광선농기구사,전북 정읍시 충정로 447-10(농소동) ,https://m.blog.naver.com/ks5352324,2022-12-01 오후 01:13:26
0077,광성분무기,대전 서구 계룡로 232번길 79 ,www.kwangsung.com,2022-12-01 오후 01:13:26
0080,광성테크,"인천광역시 남동구 은봉로 51, 남동테크노파트 B동 709호 (남동공단 21B-13L)",www.ksth.co.kr/,2022-12-01 오후 01:13:26
0081,광신기공(주),경기도 군포시 금정동 693-22,www.drillhead.co.kr/,2022-12-01 오후 01:13:26
0082,광원농기계(유),전북 김제시 만경로 86,www.seyoen.co.kr/,2022-12-01 오후 01:13:26
0083,광일콘베이어제작사업부,전남 화순군 도곡면 천암1길 80,,2022-12-01 오후 01:13:26
0085,광주두현콘베어,광주광역시 광산구 장덕동 983-16,,2022-12-01 오후 01:13:26
0086,(주)광진기업,경북 안동시 공단로 16(수상동) ,gjagro.co.kr/,2022-12-01 오후 01:13:26
0087,(주)광태양에너지,경북 군위군 군위읍 중앙길 155 ,www.ksolar.co.kr/shop/,2022-12-01 오후 01:13:26
0088,(주)광풍,충남 공주시 이인면 금광로 232 ,www.kpung.co.kr,2022-12-01 오후 01:13:26
0090,구비테크(주),대구 달성군 현풍읍 테크노대로 4길 17,gubi.kr/,2022-12-01 오후 01:13:26
0091,구일엔지니어링,경북 구미시 산동읍 산호대로 1105-19,www.gieng.com/,2022-12-01 오후 01:13:26
0096,국제농기계,충남 천안시 서북구 성환읍 신방로 318-41 ,,2022-12-01 오후 01:13:26
0097,국제동양기계,대구 북구 검단북로29길 63 ,-,2022-12-01 오후 01:13:26
0098,(주)국제물류기계,대구 북구 매천로 13 ,www.klift.co.kr,2022-12-01 오후 01:13:26
0102,국제종합기계(주),옥천군 옥천군 옥천읍 서부로 49 ,www.kukjemachinery.co.kr,2022-12-01 오후 01:13:26
0103,굿폭스,경상북도 김천시 아포읍 제석리 254,goodfox.co.kr/,2022-12-01 오후 01:13:26
0105,귀뚜라미보일러(주),경북 청도군 청도읍 월곡2길 34,https://krb.co.kr/,2022-12-01 오후 01:13:26
0106,(주)귀뚜라미,경북 청도군 청도읍 월곡2길 34 ,,2022-12-01 오후 01:13:26
0107,귀뚜라미홈시스(주)-화곡지점,"서울특별시 광진구 자양동 아차산로 388 (자양동,101호)",homsys88.com/,2022-12-01 오후 01:13:26
0109,그라프너(주),"경기 부천시 부천로 198번길 18, 202동 8층 ",,2022-12-01 오후 01:13:26
0110,(주)그랜드에너텍,경기 화성시 우정읍 호곡길 168번길 74-29 ,grandenertec.co.kr/,2022-12-01 오후 01:13:26
0111,그랜드코리아(주),경기도 안산시 단원구 풍전로 37-9 트리플렉스A,www.grandkorea.co.kr/main/main.php,2022-12-01 오후 01:13:26
0113,(주)그린맥스,인천광역시 남동구 능허대로 625번길 18-13,www.greenmax.co.kr,2022-12-01 오후 01:13:26
0114,그린뱅크,"대구광역시 북구 칠곡중앙대로99길 39-6, 2층",greenb.bizdaara.com/,2022-12-01 오후 01:13:26
0115,그린산업,경기도 양주시 은현면 은현로 312번길 290,heatingfilm.com/,2022-12-01 오후 01:13:26
1612,표준산업,전남 담양군 수북면 대방두정길 193-12,,2022-12-01 오후 01:13:46
1615,푸른농업기계,경북 의성군 의성읍 홍술로 74 ,agripureun.net/bbs/zboard.php?id=mainp,2022-12-01 오후 01:13:46
1617,(주)풍림이엔지,경기도 화성시 송산면 삼존로 42-39,www.poongrim.co.kr/poongrim.asp,2022-12-01 오후 01:13:46
1619,풍원엔지니어링,전남 영암군 덕진면 예향로 1795,,2022-12-01 오후 01:13:46
1620,풍조농기계,충남 아산시 도고면 도고산로74번길 135 ,pungjotmr.co.kr/,2022-12-01 오후 01:13:46
1623,프레스카(주),경북 경주시 내남면 내외로 1397-16 ,,2022-12-01 오후 01:13:46
1624,플라즈마홀딩스(주),창원시 성산구 연덕로27번길 10(웅남동),www.plasmah.kr/,2022-12-01 오후 01:13:46
1625,(주)플러스,강원 춘천시 신북읍 신북로 61-20 강원테크노파크벤처1공장 203-2,,2022-12-01 오후 01:13:46
1626,(주)피그넷에어뱅크시스템,충남 천안시 동남구 신흥2길 20 ,,2022-12-01 오후 01:13:46
1628,(주)피스,인천 남동구 남동서로270번길 47(논현동,peaceind.co.kr/,2022-12-01 오후 01:13:46
1629,피스코리아(주),인천 남동구 남동대로 199번길 9 (고잔동),www.peacekorea.co.kr/,2022-12-01 오후 01:13:46
1633,필수기계,전남 영암군 신북면 예향로 2507,,2022-12-01 오후 01:13:46
1634,(주)필택산업,충남 청양군 운곡면 청신로 567-25 ,ptind.bizdaara.com/,2022-12-01 오후 01:13:46
1641,(주)하나,대전 대덕구 대전로 1092 3층 ,www.r-binder.co.kr/,2022-12-01 오후 01:13:46
1642,하나팜(주),강원도 원주시 섭재삼보길 181-1 (반곡동) 2층,hanafarm.kr/,2022-12-01 오후 01:13:46
1643,(주)하남엔지니어링,경남 남해군 남해읍 화전로 43번길 1-1 ,hanameng.co.kr,2022-12-01 오후 01:13:46
1645,(주)하다,"전라북도 전주시 덕진구 오공로 123, 1009호",hada-korea.com/,2022-12-01 오후 01:13:46
1647,하이에어코리아(주),경남 김해시 진례면 고모로324번길 204 ,www.hiairkorea.co.kr,2022-12-01 오후 01:13:46
1649,(주)하이온,경기 파주시 조리읍 사근절길 17-31 (오산리 344-38),www.hion.kr/,2022-12-01 오후 01:13:46
1652,(주)하이테크21,광주 광산구 하남산단8번로 100 ,,2022-12-01 오후 01:13:46
1654,(주)하이테크코리아,경기도 용인시 처인구 이동면 한덕로 32  ,www.hiteck-k.com/,2022-12-01 오후 01:13:46
1657,한강이앤지(주),경기 화성시 비봉면 푸른들판로1125번길 13,https://blog.naver.com/hankang_eng (블로그),2022-12-01 오후 01:13:46
1658,한결그린테크,경기 여주시 가남읍 여주남로 936 (삼군리 216-6),www.hgt.co.kr/default/,2022-12-01 오후 01:13:46
1660,한국건조기술,충북 진천군 문백면 옥성1길 33 ,www.dryeng.kr/index.htm,2022-12-01 오후 01:13:46
1661,한국공업사,대구시 북구 노원3가 658-2,www.hankuk21.com/index.html,2022-12-01 오후 01:13:46
1662,한국구보다(주),전라북도 김제시 백산면 자유무역길 41-27,www.kubotakorea.com/,2022-12-01 오후 01:13:46
1663,한국금속엔지니어링,광주 광산구 동곡로 843-5,https://blog.naver.com/bolyo (블로그),2022-12-01 오후 01:13:48
1664,한국기계,충남 천안시 서북구 직산읍 성진로 416 ,www.hgmeca.co.kr/,2022-12-01 오후 01:13:48
1666,한국농기계(주),충남 금산군 제원면 금강로 86 ,www.hankookpower.com/,2022-12-01 오후 01:13:48
1669,한국마그넷(주),경남 진주시 상대동 33-45,www.magneto.co.kr,2022-12-01 오후 01:13:48
1670,한국마스키오가스팔도(주),전북 정읍시 해평복룡길 33,maschio.com,2022-12-01 오후 01:13:48
1671,한국바이오존(주),경기 포천시 군내면 반월산성로 199번길 73 ,,2022-12-01 오후 01:13:48
1674,한국삼공(주),서울특별시 서초구 강남대로 285 태우빌딩,www.30agro.co.kr/,2022-12-01 오후 01:13:48
1675,(주)한국선별기술,경남 김해시 주촌면 서부로 1430번길 36,www.phe.co.kr/ko/,2022-12-01 오후 01:13:48
1677,한국에이씨트랙터,충남 공주시 반포면 반포초교길 62 주)ACT 코리아,www.actractor.kr/,2022-12-01 오후 01:13:48
1678,한국에이앤디(주),서울 영등포구 국제금융로6길 33 여의도 백화점 8층,andk.co.kr/main/,2022-12-01 오후 01:13:48
1679,한국영농기술,제주 제주시 청풍남 2길 19(화북1동 3932-2) ,www.powerrain.kr,2022-12-01 오후 01:13:48
1680,(주)한국유에이브이,"경기 성남시 수정구 대왕판교로815, 혁신기술존 362호 ",koreauav.net/,2022-12-01 오후 01:13:48
1685,한국첼리(주),충남 천안시 서북구 백석공단7로 53 (백석동 외국기업전용공단),www.cellicorea.com/,2022-12-01 오후 01:13:48
1686,한국코스믹라운드(주),"경기도 성남시 중원구 사기막골로 124 (상대원동, SK엔테크노파크 비즈센터동 B112,113)",www.hocl.co.kr,2022-12-01 오후 01:13:48
1687,한국특장(주),"충북 진천군 덕산읍 산삼로 58 (산수리, (주)한국특장",hktsc.com/,2022-12-01 오후 01:13:48
1688,한국페라리트랙터,충남 공주시 우성면 옥성길 498 ,www.ferraritractor.co.kr,2022-12-01 오후 01:13:48
1689,한국프라우대창공업,대전 대덕구 아리랑로 111 (읍내동),www.hkplough.com,2022-12-01 오후 01:13:48
1690,(주)한국헬리콥터,충청남도 천안시 서북구 성환읍 연암로 157-5,www.koreahelicopter.com/,2022-12-01 오후 01:13:48
1692,한남냉동산업(주),경기도 용인시 처인구 포곡음 금어로 296,www.biopanel.kr/,2022-12-01 오후 01:13:48
1694,한남씨엠에스(주),경북 상주시 외답6길 33 (외답동),blog.daara.co.kr/hannamcms,2022-12-01 오후 01:13:48
1698,(주)한농테크,충남 논산시 채운면 동안로 263번길 16-13 ,,2022-12-01 오후 01:13:48
1699,(유)한누리,전북 정읍시 태인면 점촌길13 ,한누리.kr,2022-12-01 오후 01:13:48
1703,(주)한라기계상사,경기도 광주시 오포읍 포은대로 426-1,ehalla.com/,2022-12-01 오후 01:13:48
1707,(유)한미산업,광주광역시 광산구 안청동 734-6번지,www.hanmieng.com,2022-12-01 오후 01:13:48
1713,(주)한빛드론,인천광역시 서구 로봇랜드로 155-11 13층,www.hanbitdrone.com,2022-12-01 오후 01:13:48
1715,(주)한서정공,충남 천안시 서북구 성환읍 연암율금로 195 ,www.hsltd.co.kr,2022-12-01 오후 01:13:48
1716,한서테크,서울특별시 구로구 고척로 96(원우빌딩 2층),www.hanseot.co.kr,2022-12-01 오후 01:13:48
1717,(주)한성,전북 김제시 백구면 황토로 1162-57 (반월리 665-3번지),www.hsenergy.co.kr/,2022-12-01 오후 01:13:48
1718,한성공업(주),전북 익산시 보석로4길 29(신흥동),www.shizuokahansung.co.kr/,2022-12-01 오후 01:13:48
1720,한성기공,경기도 안산시 상록구 도금단지 1길 22,www.hs-reactor.co.kr/,2022-12-01 오후 01:13:48
1721,한성물산,충남 아산시 둔포면 아산밸리로 337 ,www.hstni.com,2022-12-01 오후 01:13:48
1726,(주)한성엔지니어링,충남 천안시 동남구 풍세면 풍서1길 11 ,hansungsort.co.kr,2022-12-01 오후 01:13:48
1729,한성종합기계,경기 시흥시 시화벤처로 6-19 (정왕동) 한국기계유통단지 7동 9호,gige.bizdaara.com/,2022-12-01 오후 01:13:48
1730,한성크린테크(주),충남 천안시 동남구 목천읍 도장로 193-16 (주)한성크린테크,과일선별기.com/,2022-12-01 오후 01:13:48
1731,한성테크,경북 상주시 외답6길 33,https://blog.naver.com/okkokoko,2022-12-01 오후 01:13:48
1732,(주)한성티앤아이,충남 아산시 둔포면 아산밸리로 337 ,www.hstni.com/index/,2022-12-01 오후 01:13:48
1734,한성하이텍,경북 고령군 개진면 개경포로 1509-3 ,www.boiller.co.kr,2022-12-01 오후 01:13:48
0117,(주)그린아그로텍,경북 경산시 압량면 인안길 99 ,www.sptrap.co.kr,2022-12-01 오후 01:13:26
0119,그린이엔지,울산광역시 울주군 언양읍 괴말길 11,www.greenengwel.com/,2022-12-01 오후 01:13:26
0120,그린테코(주),"경기 화성시 동탄대로 677-12, 6층 612호,613호(영천동 효성아이씨티타워) ",www.greenteko.com,2022-12-01 오후 01:13:26
0121,그린테크,충남 천안시 서북구 성거읍 성거길 159 ,,2022-12-01 오후 01:13:26
0122,그린토피아(주),경기 양평군 양서면 골용진길19번길 2-6,green-topia.com/,2022-12-01 오후 01:13:26
0123,(주)그린피아산업,경북 고령군 다산면 다산산단로 243 ,greenpiaind.com/,2022-12-01 오후 01:13:26
0124,그린피아에너지(주),전남 담양군 담양읍 에코길 24,www.kgreenpia.com/default/,2022-12-01 오후 01:13:26
0125,그린하이팜,경기 화성시 팔탄면 율암길 241 ,,2022-12-01 오후 01:13:26
0126,근우테크(주),대구 북구 검단공단로 82-6 ,kw-tec.co.kr/,2022-12-01 오후 01:13:26
0127,글로벌두성이엔지(주),충청북도 청주시 청원구 오창읍 원리2길 45,www.skcooler.com/,2022-12-01 오후 01:13:26
0131,금강농기계,전북 익산시 춘포로 19 ,www.한국농기계.kr,2022-12-01 오후 01:13:26
0132,금남정밀,경북 영천시 고경면 단포2안길 5-8 ,,2022-12-01 오후 01:13:26
0133,금룡하이텍,경남 창원시 진해구 남양동 380-1,211.234.100.234/geumlyong/index.html,2022-12-01 오후 01:13:26
0135,금산기계(주),대구광역시 북구 노원로동39길 33,ksm2310.com/main/main.html,2022-12-01 오후 01:13:26
0136,금산에스엘티(주),"충남 천안시 동남구 목천읍 삼성3길 8-51, 비동 ",,2022-12-01 오후 01:13:26
0138,금성산업,대구 북구 검단로31길 36-8 ,,2022-12-01 오후 01:13:26
0139,금성실업,경남 진주시 나불로42 ,,2022-12-01 오후 01:13:26
0140,금성종합기계,대구광역시 북구 검단동 838-95,www.gs2006.co.kr,2022-12-01 오후 01:13:26
0141,(주)금성테크,"경남 창원시 성산구 완암로 50, 테크동 904호 ",,2022-12-01 오후 01:13:26
0144,(주)금용,경북 고령군 성산면 개경포로 2092 ,,2022-12-01 오후 01:13:26
